STT,TINH,Địa chỉ
1818,Tỉnh Quảng Ninh,"418 Lý Anh Tông (Cách Ngã Ba Bưu Điện Vân Đồn 200m), TT. Cái Rồng, H. Vân Đồn, Tỉnh Quảng Ninh"
1819,Tỉnh Quảng Ninh,"65 Trần Nhân Tông (Đối Diện Viện Kiểm Soát Thành Phố Uông Bí), P. Yên Thanh, TP. Uông Bí, Tỉnh Quảng Ninh"
1820,Tỉnh Quảng Ninh,"25 Tổ 1 (Ngay Đường Tàu Chợ Đồi Giữa - Gần Trường THCS Mạo Khê B), Khu Vĩnh Trung, P. Mạo Khê, TX. Đông Triều, Tỉnh Quảng Ninh"
1821,Tỉnh Quảng Ninh,"332 Cầu Đất (Đối Diện Công Viên Rặng Dừa), P. Đức Chính, TX. Đông Triều, Tỉnh Quảng Ninh"
1822,Tỉnh Quảng Ninh,"Tổ 35 Khu Đông Tiến 1 (Đối Diện Chợ Cẩm Đông), P. Cẩm Đông, TP. Cẩm Phả, Tỉnh Quảng Ninh"
1823,Tỉnh Quảng Ninh,"167 Tổ 4 (Cổng Phụ Chợ Độc Lập), Khu Tây Sơn 1, P. Cẩm Sơn, TP. Cẩm Phả, Tỉnh Quảng Ninh"
1824,Tỉnh Quảng Ninh,"Tổ 3 Khu 4B (Đối Diện Chợ KM9 Quang Hanh), P. Quang Hanh, TP. Cẩm Phả, Tỉnh Quảng Ninh"
1825,Tỉnh Quảng Ninh,"27 Tuệ Tĩnh (Gần Chợ Thanh Sơn - Cách Bệnh Viện Thuỵ Điển 500m), P. Thanh Sơn, TP. Uông Bí, Tỉnh Quảng Ninh"
1826,Tỉnh Quảng Ninh,"Tổ 1, Khu 1A (Dưới Chân Gốc Ngân Hàng Cũ - Ngay Vòng Xoáy Kênh Liêm), P. Hồng Hải, TP. Hạ Long, Tỉnh Quảng Ninh"
1827,Tỉnh Quảng Ninh,"79 Trần Phú (Ngã Tư Đèn Xanh Đèn Đỏ), P. Quang Trung, TP. Uông Bí, Tỉnh Quảng Ninh"
1828,Tỉnh Quảng Ninh,"143 Vận Tải Bạch Đằng (Gần Trạm Y Tế Hà An), P. Hà An, TX. Quảng Yên, Tỉnh Quảng Ninh"
1829,Tỉnh Quảng Ninh,"Lô 7, 8 Trần Hưng Đạo (Chân Dốc Nhà Thờ), P. Bạch Đằng, TP. Hạ Long, Tỉnh Quảng Ninh"
1830,Tỉnh Quảng Ninh,"501 Tổ 5 (Đối Diện Chợ Hà Lầm), Khu 4, P. Hà Lầm, TP. Hạ Long, Tỉnh Quảng Ninh"
1831,Tỉnh Quảng Ninh,"Tổ 111 (Ngã Ba Cọc Sáu), Khu 8B, P. Cẩm Phú, TP. Cẩm Phả, Tỉnh Quảng Ninh"
1832,Tỉnh Quảng Ninh,"91 Vĩnh Thông (Đối diện Tokyolife Mạo Khê - Ngã Ba Đường Mới), P. Mạo Khê, TX. Đông Triều, Tỉnh Quảng Ninh"
1833,Tỉnh Quảng Ninh,"67-69 Tô Hiệu, P. Cẩm Trung, TP. Cẩm Phả, Tỉnh Quảng Ninh"
1834,Tỉnh Quảng Ninh,"200 Nguyễn Văn Cừ (Đối Diện Tỉnh Uỷ), P. Hồng Hà, TP. Hạ Long, Tỉnh Quảng Ninh"
1835,Tỉnh Quảng Ninh,"45 Lý Thường Kiệt (Ngay Ngã Tư Đối Diện Agribank), TT. Quảng Hà, H. Hải Hà, Tỉnh Quảng Ninh"
1836,Tỉnh Quảng Ninh,"211 Nguyễn Bình (Cạnh Chợ Đông Triều), P. Đông Triều, TX. Đông Triều, Tỉnh Quảng Ninh"
1837,Tỉnh Quảng Ninh,"133B Hùng Vương (Gần Bến Xe Móng Cái), P. Ka Long, TP. Móng Cái, Tỉnh Quảng Ninh"
1838,Tỉnh Quảng Ninh,"267 Cao Thắng (Đối Diện Cây Xăng Cao Thắng), P. Cao Thắng, TP. Hạ Long, Tỉnh Quảng Ninh"
1839,Tỉnh Quảng Ninh,"282 Trần Phú, P. Cao Xanh, TP. Hạ Long, Tỉnh Quảng Ninh"
1840,Tỉnh Quảng Ninh,"01 Thanh Niên, P. Cẩm Thành, TP. Cẩm Phả, Tỉnh Quảng Ninh"
1841,Tỉnh Quảng Ninh,"15-17 Phố Hoàng Long, P. Bạch Đằng, TP. Hạ Long, Tỉnh Quảng Ninh"
1842,Tỉnh Quảng Ninh,"48 Tô Hiến Thành, P. Trần Hưng Đạo, TP. Hạ Long, Tỉnh Quảng Ninh"
1843,Tỉnh Quảng Ninh,"108 Trần Phú, P. Cẩm Tây, TP. Cẩm Phả, Tỉnh Quảng Ninh"
1844,Tỉnh Quảng Ninh,"14 Giếng Đồn, P. Trần Hưng Đạo, TP. Hạ Long, Tỉnh Quảng Ninh"
1845,Tỉnh Quảng Trị,"36 Hùng Vương, P. 1, TP. Đông Hà, Tỉnh Quảng Trị"
1846,Tỉnh Quảng Trị,"Khóm Trung Chín, TT. Lao Bảo, H. Hướng Hóa, Tỉnh Quảng Trị"
1847,Tỉnh Quảng Trị,"185 Lê Duẩn (Đối Diện UBND Huyện), TT. Khe Sanh, H. Hướng Hóa, Tỉnh Quảng Trị"
1848,Tỉnh Quảng Trị,"169 Lê Duẩn (Đối Diện Chợ), TT. Hồ Xá, H. Vĩnh Linh, Tỉnh Quảng Trị"
1849,Tỉnh Quảng Trị,"Khu Phố 5 (Ngay Ngã Ba Cầu Cửa Việt), TT. Cửa Việt, H. Gio Linh, Tỉnh Quảng Trị"
1850,Tỉnh Quảng Trị,"Ngã Ba Cửa Tùng (Gần Ngã Ba Chợ Cá), TT. Cửa Tùng, H. Vĩnh Linh, Tỉnh Quảng Trị"
1851,Tỉnh Quảng Trị,"41 Hùng Vương, TT. Diên Sanh, H. Hải Lăng, Tỉnh Quảng Trị"
1852,Tỉnh Quảng Trị,"252 Đường 2/4 (Ngã Ba Phan Bội Châu - Đường 2/4), TT. Cam Lộ, H. Cam Lộ, Tỉnh Quảng Trị"
1853,Tỉnh Quảng Trị,"243 Lê Duẩn (Ngã Ba Gio Linh - Gần Chợ Gio Linh), TT. Gio Linh, H. Gio Linh, Tỉnh Quảng Trị"
1854,Tỉnh Quảng Trị,"65 Lý Thường Kiệt (Ngã Tư Lý Thường Kiệt - Lê Lợi), P. Đông Lương, TP. Đông Hà, Tỉnh Quảng Trị"
1855,Tỉnh Quảng Trị,"335 Trần Hưng Đạo, P. 2, TX. Quảng Trị, Tỉnh Quảng Trị"
1856,Tỉnh Quảng Trị,"146 Trần Hưng Đạo, P. 3, TX. Quảng Trị, Tỉnh Quảng Trị"
1857,Tỉnh Quảng Trị,"120 Hàm Nghi, P. 5, TP. Đông Hà, Tỉnh Quảng Trị"
1858,Tỉnh Quảng Trị,"71 Lê Lợi, P. 5, TP. Đông Hà, Tỉnh Quảng Trị"
1859,Tỉnh Sóc Trăng,"164 Trần Hưng Đạo (Cách Cầu Huỳnh Hữu Nghĩa 50m), TT. Huỳnh Hữu Nghĩa, H. Mỹ Tú, Tỉnh Sóc Trăng"
1860,Tỉnh Sóc Trăng,"653 Hai Bà Trưng (Đối Diện Tiệm Vàng Tuyết Sương), TT. Lịch Hội Thượng, H. Trần Đề, Tỉnh Sóc Trăng"
1861,Tỉnh Sóc Trăng,"26-28 Mai Thanh Thế (Đối Diện Yamaha Dương Hùng), P. 1, TX. Ngã Năm, Tỉnh Sóc Trăng"
1862,Tỉnh Sóc Trăng,"138 Ấp Khu 1, X. Thạnh Phú, H. Mỹ Xuyên, Tỉnh Sóc Trăng"
1863,Tỉnh Sóc Trăng,"Trưng Trắc (Ngay Chợ Vĩnh Châu), P. 1, TX. Vĩnh Châu, Tỉnh Sóc Trăng"
1864,Tỉnh Sóc Trăng,"443 Ấp Châu Thành (Ngay Chợ Bố Thảo), Xã An Ninh, H. Châu Thành, Tỉnh Sóc Trăng"
1865,Tỉnh Sóc Trăng,"7 Đoàn Thế Trung (Ngay Chợ Long Phú), TT. Long Phú, H. Long Phú, Tỉnh Sóc Trăng"
1866,Tỉnh Sóc Trăng,"Ấp An Ninh 2 (Ngay Chợ Mới Kế Sách), TT. Kế Sách, H. Kế Sách, Tỉnh Sóc Trăng"
1867,Tỉnh Sóc Trăng,"Thửa Đất 167, Tờ Bản Đồ 16, Ấp Đầu Giồng (Đối Diện Bến Xe Trần Đề), TT. Trần Đề, H. Trần Đề, Tỉnh Sóc Trăng"
1868,Tỉnh Sóc Trăng,"231 Quốc Lộ 1A (Cách Chợ Trà Quýt 150m), TT. Châu Thành, H. Châu Thành, Tỉnh Sóc Trăng"
1869,Tỉnh Sóc Trăng,"Âu Cơ (Cổng Vào Chợ Trà Cú), Khóm 1, P. 2, TX. Ngã Năm, Tỉnh Sóc Trăng"
1870,Tỉnh Sóc Trăng,"197-199 Nguyễn Thị Minh Khai (Đối Diện Bệnh Viện Hoàng Tuấn), P. 3, TP. Sóc Trăng, Tỉnh Sóc Trăng"
1871,Tỉnh Sóc Trăng,"12 Lê Lợi, TT. Mỹ Xuyên, H. Mỹ Xuyên, Tỉnh Sóc Trăng"
1872,Tỉnh Sóc Trăng,"111-113 Nguyễn Huệ (Đối Diện Đường Ra Vào Chợ Thạnh Trị), TT. Phú Lộc, H. Thạnh Trị, Tỉnh Sóc Trăng"
1873,Tỉnh Sóc Trăng,"220 Lê Hồng Phong, P. 3, TP. Sóc Trăng, Tỉnh Sóc Trăng"
1874,Tỉnh Sóc Trăng,"388 Nguyễn Huệ, P. 9, TP. Sóc Trăng, Tỉnh Sóc Trăng"
1875,Tỉnh Sóc Trăng,"2-4 Đinh Tiên Hoàng, P. 1, TP. Sóc Trăng, Tỉnh Sóc Trăng"
1876,Tỉnh Sơn La,"6-8 Nguyễn Lương Bằng (Vòng Xuyến Cầu Trắng, Đối Điện Khách Sạn Sơn La), P. Quyết Thắng, TP. Sơn La, Tỉnh Sơn La"
1877,Tỉnh Sơn La,"Tổ 5 (Đối Diện Chợ Chiềng An), P. Chiềng Lề, TP. Sơn La, Tỉnh Sơn La"
1878,Tỉnh Sơn La,"61 Lò Văn Giá (Ngã Ba Đền Quế Lâm - Đền Lê Thái Tông), P. Chiềng Lề, TP. Sơn La, Tỉnh Sơn La"
1879,Tỉnh Sơn La,"8 Tiểu Khu 20 (Ngã Tư Đèn Xanh Đèn Đỏ), TT. Hát Lót, H. Mai Sơn, Tỉnh Sơn La"
1880,Tỉnh Sơn La,"101 Đường 18/10, TT. Phù Yên, H. Phù Yên, Tỉnh Sơn La"
1881,Tỉnh Sơn La,"01 Trần Đăng Ninh, P. Quyết Tâm, TP. Sơn La, Tỉnh Sơn La"
1882,Tỉnh Sơn La,"214-216 Tây Bắc (Cách UBND 100m), TT. Thuận Châu, H. Thuận Châu, Tỉnh Sơn La"
1883,Tỉnh Sơn La,"66 Lê Trọng Tấn (Ngã Ba Chợ Noong Đúc), P. Chiềng Sinh, TP. Sơn La, Tỉnh Sơn La"
1884,Tỉnh Sơn La,"116 Lê Thanh Nghị (Cách Chợ 200m), TT. Nông Trường Mộc Châu, H. Mộc Châu, Tỉnh Sơn La"
1885,Tỉnh Sơn La,"Tiểu Khu 1 (Ngã Ba Bệnh Viện), TT. Phù Yên, H. Phù Yên, Tỉnh Sơn La"
1886,Tỉnh Sơn La,"343A Chu Văn Thịnh (Cạnh Showroom Xe Máy Điện Vinfash), P. Tô Hiệu, TP. Sơn La, Tỉnh Sơn La"
1887,Tỉnh Sơn La,"02 Chu Văn An (Cổng Chợ Yên Châu), TT. Yên Châu, H. Yên Châu, Tỉnh Sơn La"
1888,Tỉnh Sơn La,"33 Lê Đức Thọ (Ngã Ba Xưởng In), P. Quyết Thắng, TP. Sơn La, Tỉnh Sơn La"
1889,Tỉnh Sơn La,"91 Nguyễn Lương Bằng, P. Quyết Thắng , TP. Sơn La, Tỉnh Sơn La"
1890,Tỉnh Tây Ninh,"Đường DT785 (Ngay Ngã Tư Chợ Tân Hà), X. Tân Hà, H. Tân Châu, Tỉnh Tây Ninh"
1891,Tỉnh Tây Ninh,"DT795 (Ngay Ngã Ba Suối Ngô), X. Suối Ngô, H. Tân Châu, Tỉnh Tây Ninh"
1892,Tỉnh Tây Ninh,"568 Đường DT784 (Đối Diện Uỷ Ban Xã Cầu Khởi), X. Cầu Khởi, H. Dương Minh Châu, Tỉnh Tây Ninh"
1893,Tỉnh Tây Ninh,"25 Kà Tum - Tân Hà (Gần Ngã Ba Chợ Katum), X. Tân Đông, H. Tân Châu, Tỉnh Tây Ninh"
1894,Tỉnh Tây Ninh,"Quốc Lộ 22B (Ngã Tư Vên Vên - Công Ty Cao Su Tây Ninh), X. Hiệp Thạnh, H. Gò Dầu, Tỉnh Tây Ninh"
1895,Tỉnh Tây Ninh,"1210 Quốc Lộ 22B (Ngay Ngã Ba Thiên Thọ Lộ), X. Trường Đông, TX. Hoà Thành, Tỉnh Tây Ninh"
1896,Tỉnh Tây Ninh,"277 Nguyễn Du (Cách Ngã Ba An Hoà 50m), P. An Hòa, TX. Trảng Bàng, Tỉnh Tây Ninh"
1897,Tỉnh Tây Ninh,"68 Quốc Lộ 22B (Đối Diện Chợ Tân Biên), TT. Tân Biên, H. Tân Biên, Tỉnh Tây Ninh"
1898,Tỉnh Tây Ninh,"Nguyễn Trung Trực (Đối Diện Trường Mầm Non), TT. Bến Cầu, H. Bến Cầu, Tỉnh Tây Ninh"
1899,Tỉnh Tây Ninh,"Kios K1.3 và K1.4 Chợ Hòa Bình, Đường ĐT781, X. Thành Long, H. Châu Thành, Tỉnh Tây Ninh"
1900,Tỉnh Tây Ninh,"Đường DT785 (Gần Chợ Tân Hội), X. Tân Hưng, H. Tân Châu, Tỉnh Tây Ninh"
1901,Tỉnh Tây Ninh,"379 Đường 785 (Gần Chợ Tân Hội), X. Tân Hội, H. Tân Châu, Tỉnh Tây Ninh"
1902,Tỉnh Tây Ninh,"ĐT781 (Ngã Tư Sư Năm), X. Thái Bình, H. Châu Thành, Tỉnh Tây Ninh"
1903,Tỉnh Tây Ninh,"Liên xã (Ngay Chợ Thạnh Tân), Ấp Thạnh Trung, X. Thạnh Tân, TP. Tây Ninh, Tỉnh Tây Ninh"
1904,Tỉnh Tây Ninh,"1894 Suối Ông Hùng - Lòng Hồ (Đối Diện Chợ), X. Phước Minh, H. Dương Minh Châu, Tỉnh Tây Ninh"
1905,Tỉnh Tây Ninh,"246 Đường ĐT788, X. An Cơ, H. Châu Thành, Tỉnh Tây Ninh"
1906,Tỉnh Tây Ninh,"1A Đường 30/4 (Ngã Ba Mít Một), P. Hiệp Tân, TX. Hoà Thành, Tỉnh Tây Ninh"
1907,Tỉnh Tây Ninh,"349 Đường 30/4 (Gần Vincom), P. 1, TP. Tây Ninh, Tỉnh Tây Ninh"
1908,Tỉnh Tây Ninh,"Ô2 Ấp Bình Hòa (Ngay Ngã 4 Chợ Bình Thạnh), X. Phước Bình, TX. Trảng Bàng, Tỉnh Tây Ninh"
1909,Tỉnh Tây Ninh,"496 ĐT784 (Đối Diện UBND Xã), X. Truông Mít, H. Dương Minh Châu, Tỉnh Tây Ninh"
1910,Tỉnh Tây Ninh,"49 Tổ 12 (Ngay Chợ Trường Lưu), Ấp Trường Lưu, X. Trường Đông, TX. Hoà Thành, Tỉnh Tây Ninh"
1911,Tỉnh Tây Ninh,"Ô2/56 Quốc Lộ 22 (Ngay Cổng Bệnh Viện Xuyên Á), X. Thanh Phước, H. Gò Dầu, Tỉnh Tây Ninh"
1912,Tỉnh Tây Ninh,"Ấp Bến Đình (Ngay Ngã 4 Trà Võ), X. Thạnh Đức, H. Gò Dầu, Tỉnh Tây Ninh"
1913,Tỉnh Tây Ninh,"Quốc Lộ 22 (Ngay Ngã Ba An Thạnh), X. An Thạnh, H. Bến Cầu, Tỉnh Tây Ninh"
1914,Tỉnh Tây Ninh,"111 Trương Quyền (Ngay Ngã Tư Quốc Tế), P. 2, TP. Tây Ninh, Tỉnh Tây Ninh"
1915,Tỉnh Tây Ninh,"Quốc Lộ 22B, X. Mỏ Công, H. Tân Biên, Tỉnh Tây Ninh"
1916,Tỉnh Tây Ninh,"Quốc Lộ 22B, X. Tân Phong, H. Tân Biên, Tỉnh Tây Ninh"
1917,Tỉnh Tây Ninh,"241 DT781, X. Bàu Năng, H. Dương Minh Châu, Tỉnh Tây Ninh"
1918,Tỉnh Tây Ninh,"629-631 Cách Mạng Tháng 8 (Ngã Ba Lê Ngọc Tùng), P. 3, TP. Tây Ninh, Tỉnh Tây Ninh"
1919,Tỉnh Tây Ninh,"574 Điện Biên Phủ, P. Hiệp Ninh, TP. Tây Ninh, Tỉnh Tây Ninh"
1920,Tỉnh Tây Ninh,"02 Đường ĐT795 (Đối Diện Chợ Suối Dây), X. Suối Dây, H. Tân Châu, Tỉnh Tây Ninh"
1921,Tỉnh Tây Ninh,"47 Quốc Lộ 22B, P. Gia Bình, TX. Trảng Bàng, Tỉnh Tây Ninh"
1922,Tỉnh Tây Ninh,"Ô1 Quốc Lộ 22 (Trung Tâm Y Tế Gò Dầu), TT. Gò Dầu, H. Gò Dầu, Tỉnh Tây Ninh"
1923,Tỉnh Tây Ninh,"206 ĐT784 (Ngã Ba Đèn Xanh, Đèn Đỏ Bàu Đồn), X. Bàu Đồn, H. Gò Dầu, Tỉnh Tây Ninh"
1924,Tỉnh Tây Ninh,"492 Nguyễn Chí Thanh (Đối Diện Bưu Diện Dương Minh Châu), TT. Dương Minh Châu, H. Dương Minh Châu, Tỉnh Tây Ninh"
1925,Tỉnh Tây Ninh,"28 Nguyễn Du (Phía Sau Chợ Mới Trảng Bàng), P. Trảng Bàng, TX. Trảng Bàng, Tỉnh Tây Ninh"
1926,Tỉnh Tây Ninh,"74 Ngô Quyền (Phía Sau Chợ Long Hải), X. Long Thành Nam, TX. Hoà Thành, Tỉnh Tây Ninh"
1927,Tỉnh Tây Ninh,"208 Lạc Long Quân (Ngay Ngã Ba Chợ Cửa Số 7 Ngoại Ô), P. Hiệp Tân, TX. Hoà Thành, Tỉnh Tây Ninh"
1928,Tỉnh Tây Ninh,"Ô1 Hùng Vương (Ngã Tư Xóm Bắp), TT. Gò Dầu, H. Gò Dầu, Tỉnh Tây Ninh"
1929,Tỉnh Tây Ninh,"Khu Phố Suối Sâu, P. An Tịnh, TX.Trảng Bàng, Tỉnh Tây Ninh"
1930,Tỉnh Tây Ninh,"471 Lê Duẩn, TT. Tân Châu, H. Tân Châu, Tỉnh Tây Ninh"
1931,Tỉnh Tây Ninh,"247 Đường 782, Ấp Phước Đức A, X. Phước Đông, H. Gò Dầu, Tỉnh Tây Ninh"
1932,Tỉnh Tây Ninh,"101 Quốc Lộ 22, TT. Gò Dầu, H. Gò Dầu, Tỉnh Tây Ninh"
1933,Tỉnh Tây Ninh,"287 Nguyễn Văn Rốp, P. Trảng Bàng, TX. Trảng Bàng, Tỉnh Tây Ninh"
1934,Tỉnh Tây Ninh,"81 Xuân Hồng (39 Tôn Đức Thắng), P. Long Hoa, TX. Hoà Thành, Tỉnh Tây Ninh"
1935,Tỉnh Tây Ninh,"310 Quốc Lộ 22B, X. Tân Lập, H. Tân Biên, Tỉnh Tây Ninh"
1936,Tỉnh Tây Ninh,"89 Nguyễn Văn Linh, P. Long Thành Bắc, TX. Hoà Thành, Tỉnh Tây Ninh"
1937,Tỉnh Tây Ninh,"13/14 Hoàng Lê Kha, KP. 2, TT. Châu Thành, H. Châu Thành, Tỉnh Tây Ninh"
1938,Tỉnh Tây Ninh,"1189 Cách Mạng Tháng Tám, P. Hiệp Ninh, TP. Tây Ninh, Tỉnh Tây Ninh"
1939,Tỉnh Tây Ninh,"436 Bời Lời, P. Ninh Sơn, TP. Tây Ninh, Tỉnh Tây Ninh"
1940,Tỉnh Tây Ninh,"229 Cách Mạng Tháng Tám, P. 2, TP. Tây Ninh, Tỉnh Tây Ninh"
1941,Tỉnh Tây Ninh,"122-124 Nguyễn Văn Rốp, P. Trảng Bàng, TX. Trảng Bàng, Tỉnh Tây Ninh"
1942,Tỉnh Tây Ninh,"4-6-8 Phạm Hùng, TT. Hòa Thành, H. Hòa Thành, Tỉnh Tây Ninh"
1943,Tỉnh Thái Bình,"Tổ 13 (Ngã Tư Môi), TT. An Bài, H. Quỳnh Phụ, Tỉnh Thái Bình"
1944,Tỉnh Thái Bình,"140 Tiểu Hoàng (Đối Diện Chợ Chiều), TT. Tiền Hải, H. Tiền Hải, Tỉnh Thái Bình"
1945,Tỉnh Thái Bình,"355 Phố Lý Bôn (Đối Diện Vườn Hoa Lê Quý Đôn), P. Đề Thám, TP. Thái Bình, Tỉnh Thái Bình"
1946,Tỉnh Thái Bình,"1 Phố Cầu Tây (Đối Diện Cầu Tây), TT. Quỳnh Côi, H. Quỳnh Phụ, Tỉnh Thái Bình"
1947,Tỉnh Thái Bình,"94 Kỳ Đồng (Cổng Chợ Quang Trung), P. Quang Trung, TP. Thái Bình, Tỉnh Thái Bình"
1948,Tỉnh Thái Bình,"331 Long Hưng (Ngã Sáu Thị Trấn Hưng Hà), TT. Hưng Hà, H. Hưng Hà, Tỉnh Thái Bình"
1949,Tỉnh Thái Bình,"Thôn Điện Biên (Ngã Ba Chợ Gốc), X. Bình Thanh, H. Kiến Xương, Tỉnh Thái Bình"
1950,Tỉnh Thái Bình,"855 Trần Nhân Tông (Ngã Tư Chợ Thanh Nê), TT. Kiến Xương, H. Kiến Xương, Tỉnh Thái Bình"
1951,Tỉnh Thái Bình,"Xóm 10 (Ngã Tư Chợ Chiều), Thôn Đức Cơ, X. Đông Cơ, H. Tiền Hải, Tỉnh Thái Bình"
1952,Tỉnh Thái Bình,"Thôn Vĩnh Trà (Đối Diện Bệnh Viện Nam Tiền Hải), X. Nam Trung, H. Tiền Hải, Tỉnh Thái Bình"
1953,Tỉnh Thái Bình,"389 Trần Thái Tông (Ngã Tư Bưu Điện), TT. Hưng Nhân, H. Hưng Hà, Tỉnh Thái Bình"
1954,Tỉnh Thái Bình,"Thôn 2, X. Vũ Quý, H. Kiến Xương, Tỉnh Thái Bình"
1955,Tỉnh Thái Bình,"27 Phạm Huy Quang (Đường Vào Bệnh Viện Huyện Đông Hưng), TT. Đông Hưng, H. Đông Hưng, Tỉnh Thái Bình"
1956,Tỉnh Thái Bình,"332 TDP 05 (Ngã Tư Thị Trấn), TT. Diêm Điền, H. Thái Thuỵ, Tỉnh Thái Bình"
1957,Tỉnh Thái Bình,"732A Lý Bôn (Ngã Tư Lý Bôn - Ngô Thì Nhậm), P. Kỳ Bá, TP. Thái Bình, Tỉnh Thái Bình"
1958,Tỉnh Thái Bình,"222-224 Lê Quý Đôn, P. Bồ Xuyên, TP. Thái Bình, Tỉnh Thái Bình"
1959,Tỉnh Thái Bình,"794 Lý Bôn, P. Trần Lãm, TP. Thái Bình, Tỉnh Thái Bình"
1960,Tỉnh Thái Bình,"PG1-11 Quang Trung, P. Đề Thám, TP. Thái Bình, Tỉnh Thái Bình"
1961,Tỉnh Thái Nguyên,"236 Vó Ngựa (Gần Chợ Vó Ngựa), P. Tân Thành, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1962,Tỉnh Thái Nguyên,"315B-317 Tổ 1 (ngã ba Tích Lương), P. Trung Thành, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1963,Tỉnh Thái Nguyên,"61B-61C (Gần Chợ Dốc Hanh), Tổ 4, P. Trung Thành, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1964,Tỉnh Thái Nguyên,"Xóm Xuân Hà 3 (Chợ Long Thành), X. Thành Công, TP. Phổ Yên, Tỉnh Thái Nguyên"
1965,Tỉnh Thái Nguyên,"1 Tôn Đức Thắng (Ngã Tư Phổ Yên), P. Ba Hàng, TP. Phổ Yên, Tỉnh Thái Nguyên"
1966,Tỉnh Thái Nguyên,"TDP Sơn Trung (Cạnh Cây Xăng Số 4 Phúc Thuận), P. Bắc Sơn, TP. Phổ Yên, Tỉnh Thái Nguyên"
1967,Tỉnh Thái Nguyên,"Xóm 1 Đồng Giang (Ngã 3 Khuôn Ngàn, Đối Diện Cây Xăng Phú Xuyên), X. Phú Xuyên, H. Đại Từ, Tỉnh Thái Nguyên"
1968,Tỉnh Thái Nguyên,"Xóm Hà Cẩm (Nằm Cạnh Ngã Ba Địa Chất), X. Hà Thượng, H. Đại Từ, Tỉnh Thái Nguyên"
1969,Tỉnh Thái Nguyên,"Xóm Cạn (Cạnh Cổng Trường THPT Lưu Nhân Chú), X. Ký Phú, H. Đại Từ, Tỉnh Thái Nguyên"
1970,Tỉnh Thái Nguyên,"546 Hoàng Quốc Việt, P. Trung Thành, TP. Phổ Yên, Tỉnh Thái Nguyên"
1971,Tỉnh Thái Nguyên,"TDP Việt Hùng (Chợ Chã), P. Đông Cao, TP. Phổ Yên, Tỉnh Thái Nguyên"
1972,Tỉnh Thái Nguyên,"887 Cách Mạng Tháng 8, P. Phố Cò, TP. Sông Công, Tỉnh Thái Nguyên"
1973,Tỉnh Thái Nguyên,"TDP Đông Xuân (Ngã Năm Chợ Cầu Gô), P. Tiên Phong, TP. Phổ Yên, Tỉnh Thái Nguyên"
1974,Tỉnh Thái Nguyên,"357 Cách Mạng Tháng 8 (Ngã Năm Hoàng Ngân), P. Phan Đình Phùng, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1975,Tỉnh Thái Nguyên,"70-72 Lý Nam Đế (Cổng Chợ Ba Hàng), P. Ba Hàng, TP. Phổ Yên, Tỉnh Thái Nguyên"
1976,Tỉnh Thái Nguyên,"Tổ 7 (Đối diện cổng chợ), P. Chùa Hang, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1977,Tỉnh Thái Nguyên,"387 Phố Trung Tâm (Ngã Tư Phố Mới), TT. Chợ Chu, H. Định Hóa, Tỉnh Thái Nguyên"
1978,Tỉnh Thái Nguyên,"452/1-454/1 Bắc Kạn, P. Hoàng Văn Thụ, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1979,Tỉnh Thái Nguyên,"Xóm Trung Tâm (Đối Diện Chợ Yên Lãng), X. Yên Lãng, H. Đại Từ, Tỉnh Thái Nguyên"
1980,Tỉnh Thái Nguyên,"199 Bến Tượng (Ngã Tư Đệ Điệp), P. Túc Duyên, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1981,Tỉnh Thái Nguyên,"Tổ Dân Phố Chợ 1 (Ngã Ba Thị Trấn Đại Từ), TT. Hùng Sơn, H. Đại Từ, Tỉnh Thái Nguyên"
1982,Tỉnh Thái Nguyên,"685 Lương Ngọc Quyến (Ngã Tư San Nền), P. Phan Đình Phùng, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1983,Tỉnh Thái Nguyên,"Tổ 5 (Ngã Tư Hoàng Gia), P. Tân Thịnh, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1984,Tỉnh Thái Nguyên,"190 Dương Tự Minh (Đối Diện Bệnh Viện Mắt), P. Quang Trung, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1985,Tỉnh Thái Nguyên,"235 Minh Cầu (Ngã Tư Hoàng Ngân), P. Phan Đình Phùng, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1986,Tỉnh Thái Nguyên,"326 Lương Ngọc Quyến, P. Đồng Quang, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1987,Tỉnh Thái Nguyên,"199 Bến Oánh, P. Trưng Vương, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1988,Tỉnh Thái Nguyên,"373 Lương Ngọc Quyến, P. Hoàng Văn Thụ, TP. Thái Nguyên, Tỉnh Thái Nguyên"
1989,Tỉnh Thanh Hóa,"Tiểu Khu Yên Hạnh 2 (Ngay Ngã 5), TT. Nga Sơn, H. Nga Sơn, Tỉnh Thanh Hoá"
